"-44.022,10.225,0.000","-44.022,10.287,0.000","-44.022,10.287,0.000","-43.869,10.287,0.000","-43.869,10.287,0.000","-42.131,10.287,0.000","-42.131,10.287,0.000","-41.978,10.287,0.000","-41.978,10.287,0.000","-41.978,10.225,0.000","-41.978,10.225,0.000","-40.863,10.225,0.000","-40.863,10.225,0.000","-40.457,10.225,0.000","-40.457,10.225,0.000","-38.758,10.225,0.000","-38.758,10.225,0.000","-38.317,10.225,0.000","-38.317,10.225,0.000","-33.347,10.225,0.000","-33.347,10.225,0.000","-29.152,10.225,0.000","-29.152,10.225,0.000","-27.028,10.225,0.000","-27.028,10.225,0.000","-26.237,10.225,0.000","-26.237,10.225,0.000","-24.282,10.225,0.000","-24.282,10.225,0.000","-24.282,10.287,0.000","-24.282,10.287,0.000","-24.129,10.287,0.000","-24.129,10.287,0.000","-22.601,10.287,0.000","-22.601,10.287,0.000","-22.448,10.287,0.000","-22.448,10.287,0.000","-22.448,10.225,0.000","-22.448,10.225,0.000","-20.892,10.225,0.000","-20.892,10.225,0.000","-20.892,12.042,0.000","-20.892,12.042,0.000","-22.848,12.042,0.000","-22.848,12.042,0.000","-25.838,12.042,0.000","-25.838,12.042,0.000","-31.532,12.042,0.000","-31.532,12.042,0.000","-34.812,12.042,0.000","-34.812,12.042,0.000","-36.629,12.042,0.000","-36.629,12.042,0.000","-36.841,12.042,0.000","-36.841,12.042,0.000","-38.658,12.042,0.000","-38.658,12.042,0.000","-38.658,11.980,0.000","-38.658,11.980,0.000","-38.811,11.980,0.000","-38.811,11.980,0.000","-40.339,11.980,0.000","-40.339,11.980,0.000","-40.492,11.980,0.000","-40.492,11.980,0.000","-40.492,12.042,0.000","-40.492,12.042,0.000","-43.177,12.042,0.000","-43.177,12.042,0.000","-43.416,12.042,0.000","-43.416,12.042,0.000","-46.832,12.042,0.000","-46.832,12.042,0.000","-47.015,12.042,0.000","-47.015,12.042,0.000","-51.183,12.042,0.000","-51.183,12.042,0.000","-51.183,10.225,0.000","-51.183,10.225,0.000","-47.388,10.225,0.000","-47.388,10.225,0.000","-46.797,10.225,0.000","-46.797,10.225,0.000","-44.022,10.225,0.000"
"-33.382,44.982,4.570","-33.382,45.044,4.570","-33.382,45.044,4.570","-33.229,45.044,4.570","-33.229,45.044,4.570","-31.701,45.044,4.570","-31.701,45.044,4.570","-31.548,45.044,4.570","-31.548,45.044,4.570","-31.548,44.982,4.570","-31.548,44.982,4.570","-29.352,44.982,4.570","-29.352,44.982,4.570","-27.122,44.982,4.570","-27.122,44.982,4.570","-27.122,46.816,4.570","-27.122,46.816,4.570","-28.068,46.816,4.570","-28.068,46.816,4.570","-31.478,46.816,4.570","-31.478,46.816,4.570","-34.888,46.816,4.570","-34.888,46.816,4.570","-36.590,46.816,4.570","-36.590,46.816,4.570","-36.590,44.982,4.570","-36.590,44.982,4.570","-36.542,44.982,4.570","-36.542,44.982,4.570","-34.193,44.982,4.570","-34.193,44.982,4.570","-33.382,44.982,4.570",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"-31.738,19.382,4.570","-31.610,19.382,4.570","-31.610,19.382,4.570","-31.610,21.063,4.570","-31.610,21.063,4.570","-31.610,21.216,4.570","-31.610,21.216,4.570","-31.548,21.216,4.570","-31.548,21.216,4.570","-31.548,28.628,4.570","-31.548,28.628,4.570","-31.551,28.628,4.570","-31.551,28.628,4.570","-31.551,28.781,4.570","-31.551,28.781,4.570","-31.551,34.619,4.570","-31.551,34.619,4.570","-31.551,34.796,4.570","-31.551,34.796,4.570","-33.382,34.796,4.570","-33.382,34.796,4.570","-33.382,31.074,4.570","-33.382,31.074,4.570","-33.488,31.074,4.570","-33.488,31.074,4.570","-33.488,29.244,4.570","-33.488,29.244,4.570","-33.382,29.244,4.570","-33.382,29.244,4.570","-33.382,28.464,4.570","-33.382,28.464,4.570","-33.382,28.279,4.570","-33.382,28.279,4.570","-33.382,21.476,4.570","-33.382,21.476,4.570","-33.382,18.847,4.570","-33.382,18.847,4.570","-33.347,18.847,4.570","-33.347,18.847,4.570","-33.347,18.286,4.570","-33.347,18.286,4.570","-31.738,18.286,4.570","-31.738,18.286,4.570","-31.738,19.382,4.570",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"-19.857,42.218,0.000","-18.058,42.218,0.000","-18.058,42.218,0.000","-18.058,44.052,0.000","-18.058,44.052,0.000","-18.058,47.142,0.000","-18.058,47.142,0.000","-18.058,49.282,0.000","-18.058,49.282,0.000","-18.058,49.976,0.000","-18.058,49.976,0.000","-19.816,49.976,0.000","-19.816,49.976,0.000","-19.816,49.870,0.000","-19.816,49.870,0.000","-19.969,49.870,0.000","-19.969,49.870,0.000","-21.118,49.870,0.000","-21.118,49.870,0.000","-21.118,48.088,0.000","-21.118,48.088,0.000","-19.892,48.088,0.000","-19.892,48.088,0.000","-19.892,45.422,0.000","-19.892,45.422,0.000","-19.857,45.422,0.000","-19.857,45.422,0.000","-19.857,44.983,0.000","-19.857,44.983,0.000","-19.857,42.218,0.000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"-38.658,22.668,0.000","-38.720,22.668,0.000","-38.720,22.668,0.000","-38.720,22.821,0.000","-38.720,22.821,0.000","-38.720,24.349,0.000","-38.720,24.349,0.000","-38.720,24.502,0.000","-38.720,24.502,0.000","-38.658,24.502,0.000","-38.658,24.502,0.000","-38.658,24.996,0.000","-38.658,24.996,0.000","-40.492,24.996,0.000","-40.492,24.996,0.000","-40.492,24.598,0.000","-40.492,24.598,0.000","-40.492,24.352,0.000","-40.492,24.352,0.000","-40.492,22.522,0.000","-40.492,22.522,0.000","-40.492,18.813,0.000","-40.492,18.813,0.000","-40.492,18.407,0.000","-40.492,18.407,0.000","-40.492,16.752,0.000","-40.492,16.752,0.000","-38.658,16.752,0.000","-38.658,16.752,0.000","-38.658,18.622,0.000","-38.658,18.622,0.000","-38.658,22.668,0.000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"-5.980,45.135,4.570","-5.980,44.982,4.570","-5.980,44.982,4.570","-6.042,44.982,4.570","-6.042,44.982,4.570","-6.042,41.316,4.570","-6.042,41.316,4.570","-5.980,41.316,4.570","-5.980,41.316,4.570","-5.980,41.163,4.570","-5.980,41.163,4.570","-5.980,39.635,4.570","-5.980,39.635,4.570","-5.980,39.482,4.570","-5.980,39.482,4.570","-6.042,39.482,4.570","-6.042,39.482,4.570","-6.042,38.882,4.570","-6.042,38.882,4.570","-4.208,38.882,4.570","-4.208,38.882,4.570","-4.208,40.136,4.570","-4.208,40.136,4.570","-4.208,42.732,4.570","-4.208,42.732,4.570","-4.208,46.326,4.570","-4.208,46.326,4.570","-4.208,46.816,4.570","-4.208,46.816,4.570","-5.980,46.816,4.570","-5.980,46.816,4.570","-5.980,45.135,4.570",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"-27.088,38.922,4.570","-27.088,40.564,4.570","-27.088,40.564,4.570","-27.118,40.564,4.570","-27.118,40.564,4.570","-27.118,41.164,4.570","-27.118,41.164,4.570","-27.088,41.164,4.570","-27.088,41.164,4.570","-27.088,43.426,4.570","-27.088,43.426,4.570","-27.088,43.632,4.570","-27.088,43.632,4.570","-27.088,44.611,4.570","-27.088,44.611,4.570","-27.088,44.982,4.570","-27.088,44.982,4.570","-27.122,44.982,4.570","-27.122,44.982,4.570","-29.352,44.982,4.570","-29.352,44.982,4.570","-29.352,41.109,4.570","-29.352,41.109,4.570","-29.972,41.109,4.570","-29.972,41.109,4.570","-29.972,40.040,4.570","-29.972,40.040,4.570","-29.032,40.040,4.570","-29.032,40.040,4.570","-29.032,38.972,4.570","-29.032,38.972,4.570","-29.032,38.922,4.570","-29.032,38.922,4.570","-27.088,38.922,4.570",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"-31.532,12.042,0.000","-25.838,12.042,0.000","-25.838,12.042,0.000","-25.838,15.298,0.000","-25.838,15.298,0.000","-25.838,18.622,0.000","-25.838,18.622,0.000","-26.012,18.622,0.000","-26.012,18.622,0.000","-26.237,18.622,0.000","-26.237,18.622,0.000","-26.237,18.407,0.000","-26.237,18.407,0.000","-26.643,18.407,0.000","-26.643,18.407,0.000","-26.643,18.622,0.000","-26.643,18.622,0.000","-29.182,18.622,0.000","-29.182,18.622,0.000","-31.532,18.622,0.000","-31.532,18.622,0.000","-31.532,15.588,0.000","-31.532,15.588,0.000","-31.532,12.042,0.000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"-24.618,28.628,4.570","-25.992,28.628,4.570","-25.992,28.628,4.570","-25.992,28.246,4.570","-25.992,28.246,4.570","-27.003,28.246,4.570","-27.003,28.246,4.570","-27.003,21.216,4.570","-27.003,21.216,4.570","-24.133,21.216,4.570","-24.133,21.216,4.570","-24.133,23.522,4.570","-24.133,23.522,4.570","-24.133,26.086,4.570","-24.133,26.086,4.570","-24.133,28.246,4.570","-24.133,28.246,4.570","-24.618,28.246,4.570","-24.618,28.246,4.570","-24.618,28.628,4.570",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"-48.023,30.108,0.000","-48.023,33.282,0.000","-48.023,33.282,0.000","-48.563,33.282,0.000","-48.563,33.282,0.000","-48.563,34.842,0.000","-48.563,34.842,0.000","-51.697,34.842,0.000","-51.697,34.842,0.000","-51.697,34.807,0.000","-51.697,34.807,0.000","-52.147,34.807,0.000","-52.147,34.807,0.000","-52.147,34.195,0.000","-52.147,34.195,0.000","-52.147,29.195,0.000","-52.147,29.195,0.000","-52.147,28.583,0.000","-52.147,28.583,0.000","-51.697,28.583,0.000","-51.697,28.583,0.000","-51.697,28.548,0.000","-51.697,28.548,0.000","-48.563,28.548,0.000","-48.563,28.548,0.000","-48.563,30.108,0.000","-48.563,30.108,0.000","-48.023,30.108,0.000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"-35.678,50.258,0.000","-35.678,50.293,0.000","-35.678,50.293,0.000","-35.678,52.582,0.000","-35.678,52.582,0.000","-35.678,55.937,0.000","-35.678,55.937,0.000","-35.678,56.057,0.000","-35.678,56.057,0.000","-38.222,56.057,0.000","-38.222,56.057,0.000","-38.222,54.340,0.000","-38.222,54.340,0.000","-38.222,52.556,0.000","-38.222,52.556,0.000","-38.222,51.852,0.000","-38.222,51.852,0.000","-37.693,51.852,0.000","-37.693,51.852,0.000","-37.693,50.293,0.000","-37.693,50.293,0.000","-37.693,50.258,0.000","-37.693,50.258,0.000","-35.678,50.258,0.000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"-15.097,35.851,9.250","-15.097,35.897,9.250","-15.097,35.897,9.250","-13.620,35.897,9.250","-13.620,35.897,9.250","0.113,35.897,9.250","0.113,35.897,9.250","0.113,50.203,9.250","0.113,50.203,9.250","-35.397,50.203,9.250","-35.397,50.203,9.250","-35.397,56.253,9.250","-35.397,56.253,9.250","-38.503,56.253,9.250","-38.503,56.253,9.250","-38.503,50.237,9.250","-38.503,50.237,9.250","-47.113,50.237,9.250","-47.113,50.237,9.250","-47.113,9.927,9.250","-47.113,9.927,9.250","0.113,9.927,9.250","0.113,9.927,9.250","0.113,27.493,9.250","0.113,27.493,9.250","-13.620,27.493,9.250","-13.620,27.493,9.250","-15.097,27.493,9.250","-15.097,27.493,9.250","-15.097,27.540,9.250","-15.097,27.540,9.250","-15.365,27.540,9.250","-15.365,27.540,9.250","-20.424,27.540,9.250","-20.424,27.540,9.250","-21.620,27.540,9.250","-21.620,27.540,9.250","-21.620,35.851,9.250","-21.620,35.851,9.250","-20.424,35.851,9.250","-20.424,35.851,9.250","-15.365,35.851,9.250","-15.365,35.851,9.250","-15.097,35.851,9.250",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"-40.510,46.816,4.570","-41.425,46.816,4.570","-41.425,46.816,4.570","-43.538,46.816,4.570","-43.538,46.816,4.570","-43.538,45.016,4.570","-43.538,45.016,4.570","-43.308,45.016,4.570","-43.308,45.016,4.570","-40.863,45.016,4.570","-40.863,45.016,4.570","-40.457,45.016,4.570","-40.457,45.016,4.570","-39.022,45.016,4.570","-39.022,45.016,4.570","-39.022,46.816,4.570","-39.022,46.816,4.570","-40.348,46.816,4.570","-40.348,46.816,4.570","-40.510,46.816,4.570",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"-40.863,10.225,0.000","-41.978,10.225,0.000","-41.978,10.225,0.000","-41.978,10.149,0.000","-41.978,10.149,0.000","-41.978,7.737,0.000","-41.978,7.737,0.000","-38.317,7.737,0.000","-38.317,7.737,0.000","-38.317,9.837,0.000","-38.317,9.837,0.000","-38.758,9.837,0.000","-38.758,9.837,0.000","-38.758,10.225,0.000","-38.758,10.225,0.000","-40.457,10.225,0.000","-40.457,10.225,0.000","-40.457,9.837,0.000","-40.457,9.837,0.000","-40.863,9.837,0.000","-40.863,9.837,0.000","-40.863,10.225,0.000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"-10.943,41.316,4.570","-8.192,41.316,4.570","-8.192,41.316,4.570","-8.192,44.757,4.570","-8.192,44.757,4.570","-8.192,44.982,4.570","-8.192,44.982,4.570","-10.442,44.982,4.570","-10.442,44.982,4.570","-10.442,43.835,4.570","-10.442,43.835,4.570","-10.957,43.319,4.570","-10.957,43.319,4.570","-11.858,43.319,4.570","-11.858,43.319,4.570","-11.858,41.316,4.570","-11.858,41.316,4.570","-10.943,41.316,4.570",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"-5.657,50.336,0.000","-6.711,50.336,0.000","-6.711,50.336,0.000","-6.711,49.870,0.000","-6.711,49.870,0.000","-7.448,49.870,0.000","-7.448,49.870,0.000","-7.448,47.212,0.000","-7.448,47.212,0.000","-4.362,47.212,0.000","-4.362,47.212,0.000","-4.362,49.976,0.000","-4.362,49.976,0.000","-4.699,49.976,0.000","-4.699,49.976,0.000","-4.699,49.870,0.000","-4.699,49.870,0.000","-4.852,49.870,0.000","-4.852,49.870,0.000","-5.657,49.870,0.000","-5.657,49.870,0.000","-5.657,50.336,0.000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"-24.308,38.950,0.000","-26.080,38.950,0.000","-26.080,38.950,0.000","-26.080,37.001,0.000","-26.080,37.001,0.000","-26.080,36.848,0.000","-26.080,36.848,0.000","-26.142,36.848,0.000","-26.142,36.848,0.000","-26.142,35.418,0.000","-26.142,35.418,0.000","-24.308,35.418,0.000","-24.308,35.418,0.000","-24.308,38.012,0.000","-24.308,38.012,0.000","-24.308,38.950,0.000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"-26.080,24.502,0.000","-24.308,24.440,0.000","-24.308,24.440,0.000","-24.308,25.447,0.000","-24.308,25.447,0.000","-24.308,25.682,0.000","-24.308,25.682,0.000","-24.308,27.972,0.000","-24.308,27.972,0.000","-26.142,27.972,0.000","-26.142,27.972,0.000","-26.142,26.542,0.000","-26.142,26.542,0.000","-26.080,26.542,0.000","-26.080,26.542,0.000","-26.080,26.389,0.000","-26.080,26.389,0.000","-26.080,24.502,0.000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"-15.258,37.192,0.000","-15.258,35.178,0.000","-15.258,35.178,0.000","-15.083,35.178,0.000","-15.083,35.178,0.000","-15.083,35.213,0.000","-15.083,35.213,0.000","-12.622,35.213,0.000","-12.622,35.213,0.000","-12.622,37.638,0.000","-12.622,37.638,0.000","-12.698,37.638,0.000","-12.698,37.638,0.000","-15.258,37.638,0.000","-15.258,37.638,0.000","-15.258,37.192,0.000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"-43.416,13.998,0.000","-43.177,13.998,0.000","-43.177,13.998,0.000","-40.492,13.998,0.000","-40.492,13.998,0.000","-40.492,16.752,0.000","-40.492,16.752,0.000","-40.492,18.407,0.000","-40.492,18.407,0.000","-40.863,18.407,0.000","-40.863,18.407,0.000","-40.863,18.588,0.000","-40.863,18.588,0.000","-43.416,18.588,0.000","-43.416,18.588,0.000","-43.416,13.998,0.000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"-31.413,28.628,4.570","-31.548,28.628,4.570","-31.548,28.628,4.570","-31.548,21.216,4.570","-31.548,21.216,4.570","-31.472,21.216,4.570","-31.472,21.216,4.570","-27.003,21.216,4.570","-27.003,21.216,4.570","-27.003,28.246,4.570","-27.003,28.246,4.570","-27.366,28.246,4.570","-27.366,28.246,4.570","-27.366,28.628,4.570","-27.366,28.628,4.570","-31.413,28.628,4.570",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"-17.767,27.584,4.570","-19.857,27.584,4.570","-19.857,27.584,4.570","-19.857,22.912,4.570","-19.857,22.912,4.570","-17.768,22.912,4.570","-17.768,22.912,4.570","-16.768,22.912,4.570","-16.768,22.912,4.570","-16.768,25.745,4.570","-16.768,25.745,4.570","-17.767,25.745,4.570","-17.767,25.745,4.570","-17.767,27.584,4.570",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"-40.475,44.983,0.000","-40.475,49.097,0.000","-40.475,49.097,0.000","-40.863,49.097,0.000","-40.863,49.097,0.000","-40.863,49.132,0.000","-40.863,49.132,0.000","-43.242,49.132,0.000","-43.242,49.132,0.000","-43.242,44.802,0.000","-43.242,44.802,0.000","-40.863,44.802,0.000","-40.863,44.802,0.000","-40.863,44.983,0.000","-40.863,44.983,0.000","-40.475,44.983,0.000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"0.246,12.856,4.570","0.246,14.698,4.570","0.246,14.698,4.570","-2.402,14.698,4.570","-2.402,14.698,4.570","-2.402,14.551,4.570","-2.402,14.551,4.570","-2.402,12.718,4.570","-2.402,12.718,4.570","-0.317,12.718,4.570","-0.317,12.718,4.570","-0.317,12.856,4.570","-0.317,12.856,4.570","0.246,12.856,4.570",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"-26.112,-0.247,0.000","-23.032,-0.247,0.000","-23.032,-0.247,0.000","-23.032,2.842,0.000","-23.032,2.842,0.000","-26.112,2.842,0.000","-26.112,2.842,0.000","-26.112,0.146,0.000","-26.112,0.146,0.000","-26.112,-0.247,0.000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"-11.612,9.793,0.000","-10.232,9.793,0.000","-10.232,9.793,0.000","-10.232,12.718,0.000","-10.232,12.718,0.000","-11.612,12.718,0.000","-11.612,12.718,0.000","-11.612,10.208,0.000","-11.612,10.208,0.000","-11.612,9.793,0.000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
